,Tool,ID,Description,IaC,Provider,Severity,Query Document,Related Document
205,KICS,19c9e2a0-fc33-4264-bba1-e3682661e8f7,Stackdriver Logging Disabled,Ansible,Google Cloud Platform,Medium,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_container_cluster_module.html,https://docs.kics.io/latest/queries/ansible-queries/gcp/19c9e2a0-fc33-4264-bba1-e3682661e8f7
206,KICS,20dcd953-a8b8-4892-9026-9afa6d05a525,Stackdriver Monitoring Disabled,Ansible,Google Cloud Platform,Medium,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_container_cluster_module.html,https://docs.kics.io/latest/queries/ansible-queries/gcp/20dcd953-a8b8-4892-9026-9afa6d05a525
207,KICS,d6e10477-2e19-4bcd-b8a8-19c65b89ccdf,Node Auto Upgrade Disabled,Ansible,Google Cloud Platform,Medium,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_container_node_pool_module.html#parameter-management/auto_upgrade,https://docs.kics.io/latest/queries/ansible-queries/gcp/d6e10477-2e19-4bcd-b8a8-19c65b89ccdf
208,KICS,f9b7086b-deb8-4034-9330-d7fd38f1b8de,High Google KMS Crypto Key Rotation Period,Ansible,Google Cloud Platform,Medium,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_kms_crypto_key_module.html,https://docs.kics.io/latest/queries/ansible-queries/gcp/f9b7086b-deb8-4034-9330-d7fd38f1b8de
209,KICS,099b4411-d11e-4537-a0fc-146b19762a79,Project-wide SSH Keys Are Enabled In VM Instances,Ansible,Google Cloud Platform,Medium,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_compute_instance_module.html,https://docs.kics.io/latest/queries/ansible-queries/gcp/099b4411-d11e-4537-a0fc-146b19762a79
210,KICS,fbe9b2d0-a2b7-47a1-a534-03775f3013f7,Cluster Labels Disabled,Ansible,Google Cloud Platform,Low,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_container_cluster_module.html,https://docs.kics.io/latest/queries/ansible-queries/gcp/fbe9b2d0-a2b7-47a1-a534-03775f3013f7
211,KICS,be41f891-96b1-4b9d-b74f-b922a918c778,COS Node Image Not Used,Ansible,Google Cloud Platform,Low,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_container_node_pool_module.html#parameter-config/image_type,https://docs.kics.io/latest/queries/ansible-queries/gcp/be41f891-96b1-4b9d-b74f-b922a918c778
212,KICS,aed98a2a-e680-497a-8886-277cea0f4514,PostgreSQL Misconfigured Logging Duration Flag,Ansible,Google Cloud Platform,Low,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_sql_instance_module.html#parameter-settings/database_flags,https://docs.kics.io/latest/queries/ansible-queries/gcp/aed98a2a-e680-497a-8886-277cea0f4514
213,KICS,7289eebd-a477-4064-8ad4-3c044bd70b00,Google Compute Network Using Firewall Rule that Allows Port Range,Ansible,Google Cloud Platform,Low,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_compute_firewall_module.html#parameter-allowed,https://docs.kics.io/latest/queries/ansible-queries/gcp/7289eebd-a477-4064-8ad4-3c044bd70b00
214,KICS,6a4080ae-79bd-42f6-a924-8f534c1c018b,Google Compute Subnetwork with Private Google Access Disabled,Ansible,Google Cloud Platform,Low,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_compute_subnetwork_module.html#parameter-private_ip_google_access,https://docs.kics.io/latest/queries/ansible-queries/gcp/6a4080ae-79bd-42f6-a924-8f534c1c018b
215,KICS,d6fae5b6-ada9-46c0-8b36-3108a2a2f77b,PostgreSQL Logging Of Temporary Files Disabled,Ansible,Google Cloud Platform,Low,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_sql_instance_module.html#parameter-settings/database_flags,https://docs.kics.io/latest/queries/ansible-queries/gcp/d6fae5b6-ada9-46c0-8b36-3108a2a2f77b
216,KICS,28a757fc-3d8f-424a-90c0-4233363b2711,PostgreSQL Misconfigured Log Messages Flag,Ansible,Google Cloud Platform,Low,https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_sql_instance_module.html#parameter-settings/database_flags,https://docs.kics.io/latest/queries/ansible-queries/gcp/28a757fc-3d8f-424a-90c0-4233363b2711
217,KICS,1b2bf3ff-31e9-460e-bbfb-45e48f4f20cc,Ansible Tower Exposed To Internet,Ansible,,Medium,https://docs.ansible.com/ansible-tower/latest/html/administration/security_best_practices.html#understand-the-architecture-of-ansible-and-tower,https://docs.kics.io/latest/queries/ansible-queries/1b2bf3ff-31e9-460e-bbfb-45e48f4f20cc
218,KICS,0e75052f-cc02-41b8-ac39-a78017527e95,Privilege Escalation Using Become Plugin,Ansible,,Medium,https://ansible.readthedocs.io/projects/lint/rules/partial-become/#problematic-code,https://docs.kics.io/latest/queries/ansible-queries/0e75052f-cc02-41b8-ac39-a78017527e95
219,KICS,2e8d4922-8362-4606-8c14-aa10466a1ce3,Communication Over HTTP,Ansible,,Medium,https://docs.ansible.com/ansible/latest/collections/ansible/builtin/uri_module.html#parameter-url,https://docs.kics.io/latest/queries/ansible-queries/2e8d4922-8362-4606-8c14-aa10466a1ce3
220,KICS,8d22ae91-6ac1-459f-95be-d37bd373f244,Insecure Relative Path Resolution,Ansible,,Low,https://ansible.readthedocs.io/projects/lint/rules/no-relative-paths/,https://docs.kics.io/latest/queries/ansible-queries/8d22ae91-6ac1-459f-95be-d37bd373f244
221,KICS,59029ddf-e651-412b-ae7b-ff6d403184bc,Logging of Sensitive Data,Ansible,,Low,https://ansible.readthedocs.io/projects/lint/rules/no-log-password/,https://docs.kics.io/latest/queries/ansible-queries/59029ddf-e651-412b-ae7b-ff6d403184bc
222,KICS,c05e2c20-0a2c-4686-b1f8-5f0a5612d4e8,Unpinned Package Version,Ansible,,Low,https://ansible.readthedocs.io/projects/lint/rules/package-latest/,https://docs.kics.io/latest/queries/ansible-queries/c05e2c20-0a2c-4686-b1f8-5f0a5612d4e8
223,KICS,88841d5c-d22d-4b7e-a6a0-89ca50e44b9f,Risky File Permissions,Ansible,,Info,https://ansible.readthedocs.io/projects/lint/rules/risky-file-permissions/,https://docs.kics.io/latest/queries/ansible-queries/88841d5c-d22d-4b7e-a6a0-89ca50e44b9f
224,KICS,6a3201a5-1630-494b-b294-3129d06b0eca,SQL Database Server Firewall Allows All IPS,AzureResourceManager,Azure,Critical,https://docs.microsoft.com/en-us/azure/templates/microsoft.sql/2014-04-01/servers/firewallrules?tabs=json,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/6a3201a5-1630-494b-b294-3129d06b0eca
225,KICS,9307a2ed-35c2-413d-94de-a1a0682c2158,AKS Cluster RBAC Disabled,AzureResourceManager,Azure,High,https://docs.microsoft.com/en-us/azure/templates/microsoft.containerservice/managedclusters?tabs=json,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/9307a2ed-35c2-413d-94de-a1a0682c2158
226,KICS,d855ced8-6157-448f-9f1d-f05a41d046f7,Default Azure Storage Account Network Access Is Too Permissive,AzureResourceManager,Azure,High,https://learn.microsoft.com/en-us/azure/templates/microsoft.storage/storageaccounts,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/d855ced8-6157-448f-9f1d-f05a41d046f7
227,KICS,8fa9ceea-881f-4ef0-b0b8-728f589699a7,Role Definitions Allow Custom Subscription Role Creation,AzureResourceManager,Azure,High,https://docs.microsoft.com/en-us/azure/templates/microsoft.authorization/roledefinitions?tabs=json#permission-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/8fa9ceea-881f-4ef0-b0b8-728f589699a7
228,KICS,7c25f361-7c66-44bf-9b69-022acd5eb4bd,Key Vault Not Recoverable,AzureResourceManager,Azure,High,https://docs.microsoft.com/en-us/azure/templates/microsoft.keyvault/2019-09-01/vaults?tabs=json#vaultproperties-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/7c25f361-7c66-44bf-9b69-022acd5eb4bd
229,KICS,350f3955-b5be-436f-afaa-3d2be2fa6cdd,Azure Managed Disk Without Encryption,AzureResourceManager,Azure,High,https://docs.microsoft.com/en-us/azure/templates/microsoft.compute/disks?tabs=json#encryptionsettingscollection-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/350f3955-b5be-436f-afaa-3d2be2fa6cdd
230,KICS,59cb3da7-f206-4ae6-b827-7abf0a9cab9d,Network Security Group With Unrestricted Access To RDP,AzureResourceManager,Azure,High,https://docs.microsoft.com/en-us/azure/templates/microsoft.network/2020-07-01/networksecuritygroups?tabs=json#securityrulepropertiesformat-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/59cb3da7-f206-4ae6-b827-7abf0a9cab9d
231,KICS,a0ab985d-660b-41f7-ac81-70957ee8e627,Storage Blob Service Container With Public Access,AzureResourceManager,Azure,High,https://docs.microsoft.com/en-us/azure/templates/microsoft.storage/storageaccounts/blobservices/containers?tabs=json#containerproperties-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/a0ab985d-660b-41f7-ac81-70957ee8e627
232,KICS,4d2cf896-c053-4be5-9c95-8b4771112f29,Hardcoded SecureString Parameter Default Value,AzureResourceManager,Azure,High,https://docs.microsoft.com/en-us/azure/azure-resource-manager/templates/template-test-cases#secure-parameters-cant-have-hardcoded-default,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/4d2cf896-c053-4be5-9c95-8b4771112f29
233,KICS,83130a07-235b-4a80-918b-a370e53f0bd9,App Service Authentication Is Not Set,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.web/sites/config-web?tabs=json,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/83130a07-235b-4a80-918b-a370e53f0bd9
234,KICS,6797f581-0433-4768-ae3e-7ceb2f8b138e,Azure Instance Using Basic Authentication,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.compute/virtualmachines?tabs=json#linuxconfiguration-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/6797f581-0433-4768-ae3e-7ceb2f8b138e
235,KICS,cff9c3f7-e8f0-455f-9fb4-5f72326da96e,Secret Without Expiration Date,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.keyvault/vaults/secrets?tabs=json#SecretAttributes,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/cff9c3f7-e8f0-455f-9fb4-5f72326da96e
236,KICS,574e8d82-1db2-4b9c-b526-e320ede9a9ff,SQL Server Database With Alerts Disabled,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.sql/servers/databases/securityalertpolicies?tabs=json,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/574e8d82-1db2-4b9c-b526-e320ede9a9ff
237,KICS,1367dd13-2c90-4020-80b7-e4339a3dc2c4,Storage Account Allows Unsecure Transfer,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.storage/storageaccounts?tabs=json#storageaccountpropertiescreateparameters-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/1367dd13-2c90-4020-80b7-e4339a3dc2c4
238,KICS,b5c851d5-00f1-43dc-a8de-3218fd6f71be,Web App Not Using TLS Last Version,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.web/sites?tabs=json#siteconfig-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/b5c851d5-00f1-43dc-a8de-3218fd6f71be
239,KICS,25c0228e-4444-459b-a2df-93c7df40b7ed,AKS Cluster Network Policy Not Configured,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.containerservice/managedclusters?tabs=json#containerservicenetworkprofile-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/25c0228e-4444-459b-a2df-93c7df40b7ed
240,KICS,488847ff-6031-487c-bf42-98fd6ac5c9a0,Website Not Forcing HTTPS,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.web/sites?tabs=json#siteproperties-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/488847ff-6031-487c-bf42-98fd6ac5c9a0
241,KICS,90120147-f2e7-4fda-bb21-6fa9109afd63,MySQL Server SSL Enforcement Disabled,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.dbformysql/servers?tabs=json#serverpropertiesforcreate-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/90120147-f2e7-4fda-bb21-6fa9109afd63
242,KICS,2ade1579-4b2c-4590-bebb-f99bf597f612,Network Security Group With Unrestricted Access To SSH,AzureResourceManager,Azure,Medium,https://learn.microsoft.com/en-us/azure/templates/microsoft.network/networksecuritygroups?pivots=deployment-language-bicep#securityrulepropertiesformat,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/2ade1579-4b2c-4590-bebb-f99bf597f612
243,KICS,a6d774b6-d9ea-4bf4-8433-217bf15d2fb8,PostgreSQL Database Server Connection Throttling Disabled,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.dbforpostgresql/servers/configurations?tabs=json,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/a6d774b6-d9ea-4bf4-8433-217bf15d2fb8
244,KICS,f9112910-c7bb-4864-9f5e-2059ba413bb7,PostgreSQL Database Server Log Checkpoints Disabled,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.dbforpostgresql/2017-12-01/servers/configurations?tabs=json,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/f9112910-c7bb-4864-9f5e-2059ba413bb7
245,KICS,e69bda39-e1e2-47ca-b9ee-b6531b23aedd,PostgreSQL Database Server Log Connections Disabled,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.dbforpostgresql/servers/configurations?tabs=json#configurationproperties-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/e69bda39-e1e2-47ca-b9ee-b6531b23aedd
246,KICS,bf500309-da53-4dd3-bcf7-95f7974545a5,PostgreSQL Database Server SSL Disabled,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.dbforpostgresql/2017-12-01/servers?tabs=json,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/bf500309-da53-4dd3-bcf7-95f7974545a5
247,KICS,e25b56cd-a4d6-498f-ab92-e6296a082097,Trusted Microsoft Services Not Enabled,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.storage/storageaccounts?tabs=json#networkruleset,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/e25b56cd-a4d6-498f-ab92-e6296a082097
248,KICS,92302b47-b0cc-46cb-a28f-5610ecda140b,Website with Client Certificate Auth Disabled,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.web/sites?tabs=json#siteproperties-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/92302b47-b0cc-46cb-a28f-5610ecda140b
249,KICS,9b09dee1-f09b-4013-91d2-158fa4695f4b,AKS Logging To Azure Monitoring Is Disabled,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.containerservice/managedclusters?tabs=json#managedclusteraddonprofile,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/9b09dee1-f09b-4013-91d2-158fa4695f4b
250,KICS,e055285c-bc01-48b4-8aa5-8a54acdd29df,SQL Server Database Without Auditing,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/en-us/azure/templates/microsoft.sql/servers/databases/auditingsettings,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/e055285c-bc01-48b4-8aa5-8a54acdd29df
251,KICS,43f6e60c-9cdb-4e77-864d-a66595d26518,Storage Logging For Read Write And Delete Requests Disabled,AzureResourceManager,Azure,Medium,https://docs.microsoft.com/pt-pt/azure/azure-monitor/essentials/resource-manager-diagnostic-settings#diagnostic-setting-for-azure-storage,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/43f6e60c-9cdb-4e77-864d-a66595d26518
252,KICS,e9c133e5-c2dd-4b7b-8fff-40f2de367b56,Website Azure Active Directory Disabled,AzureResourceManager,Azure,Low,https://docs.microsoft.com/en-us/azure/templates/microsoft.web/2019-08-01/sites?tabs=json#ManagedServiceIdentity,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/e9c133e5-c2dd-4b7b-8fff-40f2de367b56
253,KICS,3e9fcc67-1f64-405f-b2f9-0a6be17598f0,Phone Number Not Set For Security Contacts,AzureResourceManager,Azure,Low,https://docs.microsoft.com/en-us/azure/templates/microsoft.security/securitycontacts?tabs=json,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/3e9fcc67-1f64-405f-b2f9-0a6be17598f0
254,KICS,c62d3b92-9a11-4ffd-b7b7-6faaae83faed,AKS Dashboard Is Enabled,AzureResourceManager,Azure,Low,https://docs.microsoft.com/en-us/azure/templates/microsoft.containerservice/managedclusters?tabs=json#managedclusteraddonprofile,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/c62d3b92-9a11-4ffd-b7b7-6faaae83faed
255,KICS,2583fab1-953b-4fae-bd02-4a136a6c21f9,AKS With Authorized IP Ranges Disabled,AzureResourceManager,Azure,Low,https://docs.microsoft.com/en-us/azure/templates/microsoft.containerservice/managedclusters?tabs=json#managedclusterapiserveraccessprofile-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/2583fab1-953b-4fae-bd02-4a136a6c21f9
256,KICS,9073f073-5d60-4b46-b569-0d6baa80ed95,Storage Account Allows Default Network Access,AzureResourceManager,Azure,Low,https://docs.microsoft.com/en-us/azure/templates/microsoft.storage/storageaccounts?tabs=json#storageaccountpropertiescreateparameters-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/9073f073-5d60-4b46-b569-0d6baa80ed95
257,KICS,70111098-7f85-48f0-b1b4-e4261cf5f61b,Website with 'Http20Enabled' Disabled,AzureResourceManager,Azure,Low,https://docs.microsoft.com/en-us/azure/templates/microsoft.web/sites?tabs=json#siteproperties-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/70111098-7f85-48f0-b1b4-e4261cf5f61b
258,KICS,4d522e7b-f938-4d51-a3b1-974ada528bd3,Log Profile Incorrect Category,AzureResourceManager,Azure,Low,https://docs.microsoft.com/en-us/azure/templates/microsoft.insights/2016-03-01/logprofiles?tabs=json#logprofileproperties-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/4d522e7b-f938-4d51-a3b1-974ada528bd3
259,KICS,c09cdac2-7670-458a-bf6c-efad6880973a,SQL Server Database With Unrecommended Retention Days,AzureResourceManager,Azure,Low,https://docs.microsoft.com/en-us/azure/templates/microsoft.sql/servers/databases/auditingsettings?tabs=json,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/c09cdac2-7670-458a-bf6c-efad6880973a
260,KICS,25684eac-daaa-4c2c-94b4-8d2dbb627909,Unrecommended Log Profile Retention Policy,AzureResourceManager,Azure,Low,https://docs.microsoft.com/en-us/azure/templates/microsoft.insights/2016-03-01/logprofiles?tabs=json#retentionpolicy-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/25684eac-daaa-4c2c-94b4-8d2dbb627909
261,KICS,564b70f8-41cd-4690-aff8-bb53add86bc9,Unrecommended Network Watcher Flow Log Retention Policy,AzureResourceManager,Azure,Low,https://docs.microsoft.com/en-us/azure/templates/microsoft.network/2019-11-01/networkwatchers/flowlogs?tabs=json#retentionpolicyparameters-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/564b70f8-41cd-4690-aff8-bb53add86bc9
262,KICS,2081c7d6-2851-4cce-bda5-cb49d462da42,Standard Price Is Not Selected,AzureResourceManager,Azure,Low,https://docs.microsoft.com/en-us/azure/templates/microsoft.security/pricings?tabs=json#pricingproperties-object,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/2081c7d6-2851-4cce-bda5-cb49d462da42
263,KICS,a8852cc0-fd4b-4fc7-9372-1e43fad0732e,Account Admins Not Notified By Email,AzureResourceManager,Azure,Info,https://docs.microsoft.com/en-us/azure/templates/microsoft.sql/2017-03-01-preview/servers/securityalertpolicies?tabs=json,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/a8852cc0-fd4b-4fc7-9372-1e43fad0732e
264,KICS,89b79fe5-49bd-4d39-84ce-55f5fc6f7764,SQL Alert Policy Without Emails,AzureResourceManager,Azure,Info,https://docs.microsoft.com/en-us/azure/templates/microsoft.sql/servers/databases/securityalertpolicies?tabs=json,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/89b79fe5-49bd-4d39-84ce-55f5fc6f7764
265,KICS,79c2c2c0-eb00-47c0-ac16-f8b0e2c81c92,Email Notifications Disabled,AzureResourceManager,Azure,Info,https://docs.microsoft.com/en-us/azure/templates/microsoft.security/securitycontacts,https://docs.kics.io/latest/queries/azureresourcemanager-queries/azure/79c2c2c0-eb00-47c0-ac16-f8b0e2c81c92
266,KICS,a1bc27c6-7115-48d8-bf9d-5a7e836845ba,Run Using apt,Buildah,,Low,https://github.com/containers/buildah/blob/main/docs/buildah-run.1.md,https://docs.kics.io/latest/queries/buildah-queries/a1bc27c6-7115-48d8-bf9d-5a7e836845ba
267,KICS,62ff6823-927a-427f-acf9-f1ea2932d616,Script Block Injection,CICD,,High,https://securitylab.github.com/research/github-actions-untrusted-input/,https://docs.kics.io/latest/queries/cicd-queries/62ff6823-927a-427f-acf9-f1ea2932d616
268,KICS,20f14e1a-a899-4e79-9f09-b6a84cd4649b,Run Block Injection,CICD,,Medium,https://securitylab.github.com/research/github-actions-untrusted-input/,https://docs.kics.io/latest/queries/cicd-queries/20f14e1a-a899-4e79-9f09-b6a84cd4649b
269,KICS,60fd272d-15f4-4d8f-afe4-77d9c6cc0453,Unsecured Commands,CICD,,Medium,https://0xn3va.gitbook.io/cheat-sheets/ci-cd/github/actions#misuse-of-the-events-related-to-incoming-prs,https://docs.kics.io/latest/queries/cicd-queries/60fd272d-15f4-4d8f-afe4-77d9c6cc0453
270,KICS,555ab8f9-2001-455e-a077-f2d0f41e2fb9,Unpinned Actions Full Length Commit SHA,CICD,,Low,https://docs.github.com/en/actions/security-guides/security-hardening-for-github-actions#using-third-party-actions,https://docs.kics.io/latest/queries/cicd-queries/555ab8f9-2001-455e-a077-f2d0f41e2fb9
271,KICS,5864fb39-d719-4182-80e2-89dbe627be63,Amazon DMS Replication Instance Is Publicly Accessible,CloudFormation,AWS,Critical,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-dms-replicationinstance.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/5864fb39-d719-4182-80e2-89dbe627be63
272,KICS,75be209d-1948-41f6-a8c8-e22dd0121134,ECR Repository Is Publicly Accessible,CloudFormation,AWS,Critical,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-ecr-repository.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/75be209d-1948-41f6-a8c8-e22dd0121134
273,KICS,7772bb8c-c0f3-42d4-8e4e-f1b8939ad085,S3 Bucket Access to Any Principal,CloudFormation,AWS,Critical,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/7772bb8c-c0f3-42d4-8e4e-f1b8939ad085
274,KICS,07dda8de-d90d-469e-9b37-1aca53526ced,S3 Bucket ACL Allows Read Or Write to All Users,CloudFormation,AWS,Critical,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/07dda8de-d90d-469e-9b37-1aca53526ced
275,KICS,acc78859-765e-4011-a229-a65ea57db252,S3 Bucket Allows Delete Action From All Principals,CloudFormation,AWS,Critical,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/acc78859-765e-4011-a229-a65ea57db252
276,KICS,f6397a20-4cf1-4540-a997-1d363c25ef58,S3 Bucket Allows Put Action From All Principals,CloudFormation,AWS,Critical,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/f6397a20-4cf1-4540-a997-1d363c25ef58
277,KICS,4ae8af91-5108-42cb-9471-3bdbe596eac9,S3 Bucket With All Permissions,CloudFormation,AWS,Critical,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/4ae8af91-5108-42cb-9471-3bdbe596eac9
278,KICS,ae53ce91-42b5-46bf-a84f-9a13366a4f13,SNS Topic is Publicly Accessible,CloudFormation,AWS,Critical,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-sns-policy.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/ae53ce91-42b5-46bf-a84f-9a13366a4f13
279,KICS,de38e1d5-54cb-4111-a868-6f7722695007,RDS DB Instance Publicly Accessible,CloudFormation,AWS,Critical,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-rds-database-instance.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/de38e1d5-54cb-4111-a868-6f7722695007
280,KICS,9564406d-e761-4e61-b8d7-5926e3ab8e79,DB Security Group With Public Scope,CloudFormation,AWS,Critical,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-rds-database-instance.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/9564406d-e761-4e61-b8d7-5926e3ab8e79
281,KICS,4e88adee-a8eb-4605-a78d-9fb1096e3091,RDS Associated with Public Subnet,CloudFormation,AWS,Critical,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-rds-database-instance.html#cfn-rds-dbinstance-dbsubnetgroupname,https://docs.kics.io/latest/queries/cloudformation-queries/aws/4e88adee-a8eb-4605-a78d-9fb1096e3091
282,KICS,85138beb-ce7c-4ca3-a09f-e8fbcc57ddd7,Cross-Account IAM Assume Role Policy Without ExternalId or MFA,CloudFormation,AWS,High,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-iam-role.html#cfn-iam-role-assumerolepolicydocument,https://docs.kics.io/latest/queries/cloudformation-queries/aws/85138beb-ce7c-4ca3-a09f-e8fbcc57ddd7
283,KICS,01986452-bdd8-4aaa-b5df-d6bf61d616ff,ECS Service Admin Role Is Present,CloudFormation,AWS,High,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-ecs-service.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/01986452-bdd8-4aaa-b5df-d6bf61d616ff
284,KICS,f62aa827-4ade-4dc4-89e4-1433d384a368,IAM Policy Grants Full Permissions,CloudFormation,AWS,High,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-iam-policy.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/f62aa827-4ade-4dc4-89e4-1433d384a368
285,KICS,a0ae0a4e-712b-4115-8112-51b9eeed9d69,Lambda Functions With Full Privileges,CloudFormation,AWS,High,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-lambda-function.html,https://docs.kics.io/latest/queries/cloudformation-queries/aws/a0ae0a4e-712b-4115-8112-51b9eeed9d69
