,Tool,ID,Description,IaC,Provider,Severity,Query Document,Related Document
0,KICS,fb5a5df7-6d74-4243-ab82-ff779a958bfd,ECR Repository Is Publicly Accessible,Ansible,AWS,Critical,https://docs.ansible.com/ansible/latest/collections/community/aws/ecs_ecr_module.html#parameter-policy,https://docs.kics.io/latest/queries/ansible-queries/aws/fb5a5df7-6d74-4243-ab82-ff779a958bfd
1,KICS,3ab1f27d-52cc-4943-af1d-43c1939e739a,S3 Bucket Access to Any Principal,Ansible,AWS,Critical,https://docs.ansible.com/ansible/latest/collections/amazon/aws/s3_bucket_module.html#ansible-collections-amazon-aws-s3-bucket-module,https://docs.kics.io/latest/queries/ansible-queries/aws/3ab1f27d-52cc-4943-af1d-43c1939e739a
2,KICS,6fa44721-ef21-41c6-8665-330d59461163,S3 Bucket Allows Delete Action From All Principals,Ansible,AWS,Critical,https://docs.ansible.com/ansible/latest/collections/amazon/aws/s3_bucket_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/6fa44721-ef21-41c6-8665-330d59461163
3,KICS,a0f1bfe0-741e-473f-b3b2-13e66f856fab,S3 Bucket Allows Put Action From All Principals,Ansible,AWS,Critical,https://docs.ansible.com/ansible/latest/collections/amazon/aws/s3_bucket_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/a0f1bfe0-741e-473f-b3b2-13e66f856fab
4,KICS,6a6d7e56-c913-4549-b5c5-5221e624d2ec,S3 Bucket With All Permissions,Ansible,AWS,Critical,https://docs.ansible.com/ansible/latest/collections/amazon/aws/s3_bucket_module.html#parameter-policy,https://docs.kics.io/latest/queries/ansible-queries/aws/6a6d7e56-c913-4549-b5c5-5221e624d2ec
5,KICS,c3e073c1-f65e-4d18-bd67-4a8f20ad1ab9,S3 Bucket With Public Access,Ansible,AWS,Critical,https://docs.ansible.com/ansible/latest/collections/amazon/aws/aws_s3_module.html#parameter-permission,https://docs.kics.io/latest/queries/ansible-queries/aws/c3e073c1-f65e-4d18-bd67-4a8f20ad1ab9
6,KICS,c09e3ca5-f08a-4717-9c87-3919c5e6d209,RDS DB Instance Publicly Accessible,Ansible,AWS,Critical,https://docs.ansible.com/ansible/latest/collections/community/aws/rds_instance_module.html#parameter-auto_minor_version_upgrade,https://docs.kics.io/latest/queries/ansible-queries/aws/c09e3ca5-f08a-4717-9c87-3919c5e6d209
7,KICS,0956aedf-6a7a-478b-ab56-63e2b19923ad,DB Security Group With Public Scope,Ansible,AWS,Critical,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/0956aedf-6a7a-478b-ab56-63e2b19923ad
8,KICS,16732649-4ff6-4cd2-8746-e72c13fae4b8,RDS Associated with Public Subnet,Ansible,AWS,Critical,https://docs.ansible.com/ansible/latest/collections/community/aws/rds_instance_module.html#parameter-db_subnet_group_name,https://docs.kics.io/latest/queries/ansible-queries/aws/16732649-4ff6-4cd2-8746-e72c13fae4b8
9,KICS,af167837-9636-4086-b815-c239186b9dda,Cross-Account IAM Assume Role Policy Without ExternalId or MFA,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/iam_role_module.html#parameter-assume_role_policy_document,https://docs.kics.io/latest/queries/ansible-queries/aws/af167837-9636-4086-b815-c239186b9dda
10,KICS,7db727c1-1720-468e-b80e-06697f71e09e,ECS Service Admin Role Is Present,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/ecs_service_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/7db727c1-1720-468e-b80e-06697f71e09e
11,KICS,b5ed026d-a772-4f07-97f9-664ba0b116f8,IAM Policy Grants Full Permissions,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/iam_managed_policy_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/b5ed026d-a772-4f07-97f9-664ba0b116f8
12,KICS,a1ef9d2e-4163-40cb-bd92-04f0d602a15d,S3 Bucket ACL Allows Read to All Users,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/aws_s3_module.html#parameter-permission,https://docs.kics.io/latest/queries/ansible-queries/aws/a1ef9d2e-4163-40cb-bd92-04f0d602a15d
13,KICS,75480b31-f349-4b9a-861f-bce19588e674,S3 Bucket ACL Allows Read to Any Authenticated User,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/aws_s3_module.html#parameter-permission,https://docs.kics.io/latest/queries/ansible-queries/aws/75480b31-f349-4b9a-861f-bce19588e674
14,KICS,53bce6a8-5492-4b1b-81cf-664385f0c4bf,S3 Bucket Allows Get Action From All Principals,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/s3_bucket_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/53bce6a8-5492-4b1b-81cf-664385f0c4bf
15,KICS,d395a950-12ce-4314-a742-ac5a785ab44e,S3 Bucket Allows List Action From All Principals,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/s3_bucket_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/d395a950-12ce-4314-a742-ac5a785ab44e
16,KICS,905f4741-f965-45c1-98db-f7a00a0e5c73,SNS Topic is Publicly Accessible,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/sns_topic_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/905f4741-f965-45c1-98db-f7a00a0e5c73
17,KICS,ed9b3beb-92cf-44d9-a9d2-171eeba569d4,SQS Policy Allows All Actions,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/sqs_queue_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/ed9b3beb-92cf-44d9-a9d2-171eeba569d4
18,KICS,86b0efa7-4901-4edd-a37a-c034bec6645a,SQS Queue Exposed,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/sqs_queue_module.html#parameter-policy,https://docs.kics.io/latest/queries/ansible-queries/aws/86b0efa7-4901-4edd-a37a-c034bec6645a
19,KICS,7674a686-e4b1-4a95-83d4-1fd53c623d84,Config Rule For Encrypted Volumes Disabled,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/aws_config_rule_module.html#parameter-source/identifier,https://docs.kics.io/latest/queries/ansible-queries/aws/7674a686-e4b1-4a95-83d4-1fd53c623d84
20,KICS,7dfb316c-a6c2-454d-b8a2-97f147b0c0ff,DB Instance Storage Not Encrypted,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/rds_instance_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/7dfb316c-a6c2-454d-b8a2-97f147b0c0ff
21,KICS,4b6012e7-7176-46e4-8108-e441785eae57,EBS Volume Encryption Disabled,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_vol_module.html#parameter-encrypted,https://docs.kics.io/latest/queries/ansible-queries/aws/4b6012e7-7176-46e4-8108-e441785eae57
22,KICS,727c4fd4-d604-4df6-a179-7713d3c85e20,EFS Not Encrypted,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/efs_module.html#parameter-encrypt,https://docs.kics.io/latest/queries/ansible-queries/aws/727c4fd4-d604-4df6-a179-7713d3c85e20
23,KICS,2034fb37-bc23-4ca0-8d95-2b9f15829ab5,ELB Using Weak Ciphers,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/elb_application_lb_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/2034fb37-bc23-4ca0-8d95-2b9f15829ab5
24,KICS,f2ea6481-1d31-4d40-946a-520dc6321dd7,Kinesis Not Encrypted With KMS,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/kinesis_stream_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/f2ea6481-1d31-4d40-946a-520dc6321dd7
25,KICS,66477506-6abb-49ed-803d-3fa174cd5f6a,Launch Configuration Is Not Encrypted,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/ec2_lc_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/66477506-6abb-49ed-803d-3fa174cd5f6a
26,KICS,9f34885e-c08f-4d13-a7d1-cf190c5bd268,Redis Not Compliant,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/elasticache_module.html#parameter-cache_engine_version,https://docs.kics.io/latest/queries/ansible-queries/aws/9f34885e-c08f-4d13-a7d1-cf190c5bd268
27,KICS,6a647814-def5-4b85-88f5-897c19f509cd,Redshift Not Encrypted,Ansible,AWS,High,https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/redshift_cluster#encrypted,https://docs.kics.io/latest/queries/ansible-queries/aws/6a647814-def5-4b85-88f5-897c19f509cd
28,KICS,594f54e7-f744-45ab-93e4-c6dbaf6cd571,S3 Bucket Without Server-side-encryption,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/s3_bucket_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/594f54e7-f744-45ab-93e4-c6dbaf6cd571
29,KICS,c09f4d3e-27d2-4d46-9453-abbe9687a64e,User Data Contains Encoded Private Key,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/ec2_lc_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/c09f4d3e-27d2-4d46-9453-abbe9687a64e
30,KICS,defe5b18-978d-4722-9325-4d1975d3699f,Batch Job Definition With Privileged Container Properties,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/aws_batch_job_definition_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/defe5b18-978d-4722-9325-4d1975d3699f
31,KICS,5330b503-3319-44ff-9b1c-00ee873f728a,EC2 Group Has Public Interface,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/5330b503-3319-44ff-9b1c-00ee873f728a
32,KICS,5b9d237a-57d5-4177-be0e-71434b0fef47,KMS Key With Vulnerable Policy,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/aws_kms_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/5b9d237a-57d5-4177-be0e-71434b0fef47
33,KICS,5c6b727b-1382-4629-8ba9-abd1365e5610,Redshift Publicly Accessible,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/redshift_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/5c6b727b-1382-4629-8ba9-abd1365e5610
34,KICS,e71d0bc7-d9e8-4e6e-ae90-0a4206db6f40,Root Account Has Active Access Keys,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/iam_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/e71d0bc7-d9e8-4e6e-ae90-0a4206db6f40
35,KICS,ea0ed1c7-9aef-4464-b7c7-94c762da3640,DB Security Group Open To Large Scope,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html#ansible-collections-amazon-aws-ec2-group-module,https://docs.kics.io/latest/queries/ansible-queries/aws/ea0ed1c7-9aef-4464-b7c7-94c762da3640
36,KICS,8010e17a-00e9-4635-a692-90d6bcec68bd,Default Security Groups With Unrestricted Traffic,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/8010e17a-00e9-4635-a692-90d6bcec68bd
37,KICS,71ea648a-d31a-4b5a-a589-5674243f1c33,Public Port Wide,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/71ea648a-d31a-4b5a-a589-5674243f1c33
38,KICS,eda7301d-1f3e-47cf-8d4e-976debc64341,Remote Desktop Port Open To Internet,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html#ansible-collections-amazon-aws-ec2-group-module,https://docs.kics.io/latest/queries/ansible-queries/aws/eda7301d-1f3e-47cf-8d4e-976debc64341
39,KICS,445dce51-7e53-4e50-80ef-7f94f14169e4,Route53 Record Undefined,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/route53_module.html#parameter-value,https://docs.kics.io/latest/queries/ansible-queries/aws/445dce51-7e53-4e50-80ef-7f94f14169e4
40,KICS,ea6bc7a6-d696-4dcf-a788-17fa03c17c81,Security Group Ingress Not Restricted,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/ea6bc7a6-d696-4dcf-a788-17fa03c17c81
41,KICS,722b0f24-5a64-4cca-aa96-cfc26b7e3a5b,Unknown Port Exposed To Internet,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/722b0f24-5a64-4cca-aa96-cfc26b7e3a5b
42,KICS,83c5fa4c-e098-48fc-84ee-0a537287ddd2,Unrestricted Security Group Ingress,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/83c5fa4c-e098-48fc-84ee-0a537287ddd2
43,KICS,c2f15af3-66a0-4176-a56e-e4711e502e5c,Hardcoded AWS Access Key,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/ec2_instance_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/c2f15af3-66a0-4176-a56e-e4711e502e5c
44,KICS,f34508b9-f574-4330-b42d-88c44cced645,Hardcoded AWS Access Key In Lambda,Ansible,AWS,High,https://docs.ansible.com/ansible/latest/collections/community/aws/lambda_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/f34508b9-f574-4330-b42d-88c44cced645
45,KICS,a19b2942-142e-4e2b-93b7-6cf6a6c8d90f,AMI Shared With Multiple Accounts,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_ami_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/a19b2942-142e-4e2b-93b7-6cf6a6c8d90f
46,KICS,b16cdb37-ce15-4ab2-8401-d42b05d123fc,API Gateway Without Configured Authorizer,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/aws_api_gateway_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/b16cdb37-ce15-4ab2-8401-d42b05d123fc
47,KICS,5a443297-19d4-4381-9e5b-24faf947ec22,Certificate Has Expired,Ansible,AWS,Medium,https://docs.ansible.com/ansible/2.10/collections/community/aws/aws_acm_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/5a443297-19d4-4381-9e5b-24faf947ec22
48,KICS,8d03993b-8384-419b-a681-d1f55149397c,EC2 Instance Using Default Security Group,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_module.html#parameter-group,https://docs.kics.io/latest/queries/ansible-queries/aws/8d03993b-8384-419b-a681-d1f55149397c
49,KICS,7f79f858-fbe8-4186-8a2c-dfd0d958a40f,IAM Access Key Is Exposed,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/iam_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/7f79f858-fbe8-4186-8a2c-dfd0d958a40f
50,KICS,f509931b-bbb0-443c-bd9b-10e92ecf2193,IAM Group Without Users,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/iam_group_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/f509931b-bbb0-443c-bd9b-10e92ecf2193
51,KICS,eafe4bc3-1042-4f88-b988-1939e64bf060,IAM Policies Attached To User,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/iam_policy_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/eafe4bc3-1042-4f88-b988-1939e64bf060
52,KICS,e401d614-8026-4f4b-9af9-75d1197461ba,IAM Policies With Full Privileges,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/iam_managed_policy_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/e401d614-8026-4f4b-9af9-75d1197461ba
53,KICS,12a7a7ce-39d6-49dd-923d-aeb4564eb66c,IAM Policy Grants 'AssumeRole' Permission Across All Services,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/iam_managed_policy_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/12a7a7ce-39d6-49dd-923d-aeb4564eb66c
54,KICS,babdedcf-d859-43da-9a7b-6d72e661a8fd,IAM Role Allows All Principals To Assume,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/iam_managed_policy_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/babdedcf-d859-43da-9a7b-6d72e661a8fd
55,KICS,1d972c56-8ec2-48c1-a578-887adb09c57a,Lambda Permission Principal Is Wildcard,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/lambda_policy_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/1d972c56-8ec2-48c1-a578-887adb09c57a
56,KICS,5e92d816-2177-4083-85b4-f61b4f7176d9,Public Lambda via API Gateway,Ansible,AWS,Medium,https://docs.ansible.com/ansible/2.4/lambda_policy_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/5e92d816-2177-4083-85b4-f61b4f7176d9
57,KICS,8ed0bfce-f780-46d4-b086-21c3628f09ad,SES Policy With Allowed IAM Actions,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/aws_ses_identity_policy_module.html#parameter-policy,https://docs.kics.io/latest/queries/ansible-queries/aws/8ed0bfce-f780-46d4-b086-21c3628f09ad
58,KICS,d994585f-defb-4b51-b6d2-c70f020ceb10,SQS Policy With Public Access,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/sqs_queue_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/d994585f-defb-4b51-b6d2-c70f020ceb10
59,KICS,050f085f-a8db-4072-9010-2cca235cc02f,Auto Scaling Group With No Associated ELB,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/ec2_asg_module.html#parameter-load_balancers,https://docs.kics.io/latest/queries/ansible-queries/aws/050f085f-a8db-4072-9010-2cca235cc02f
60,KICS,133fee21-37ef-45df-a563-4d07edc169f4,CMK Is Unusable,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/aws_kms_module.html#parameter-enabled,https://docs.kics.io/latest/queries/ansible-queries/aws/133fee21-37ef-45df-a563-4d07edc169f4
61,KICS,e69890e6-fce5-461d-98ad-cb98318dfc96,RDS With Backup Disabled,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/rds_instance_module.html#parameter-backup_retention_period,https://docs.kics.io/latest/queries/ansible-queries/aws/e69890e6-fce5-461d-98ad-cb98318dfc96
62,KICS,9232306a-f839-40aa-b3ef-b352001da9a5,S3 Bucket Without Versioning,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/amazon/aws/s3_bucket_module.html#parameter-versioning,https://docs.kics.io/latest/queries/ansible-queries/aws/9232306a-f839-40aa-b3ef-b352001da9a5
63,KICS,17d5ba1d-7667-4729-b1a6-b11fde3db7f7,Stack Retention Disabled,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/cloudformation_stack_set_module.html#parameter-purge_stacks,https://docs.kics.io/latest/queries/ansible-queries/aws/17d5ba1d-7667-4729-b1a6-b11fde3db7f7
64,KICS,97707503-a22c-4cd7-b7c0-f088fa7cf830,AMI Not Encrypted,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_ami_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/97707503-a22c-4cd7-b7c0-f088fa7cf830
65,KICS,5eccd62d-8b4d-46d3-83ea-1879f3cbd3ce,CA Certificate Identifier Is Outdated,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/rds_instance_module.html#parameter-ca_certificate_identifier,https://docs.kics.io/latest/queries/ansible-queries/aws/5eccd62d-8b4d-46d3-83ea-1879f3cbd3ce
66,KICS,a6d27cf7-61dc-4bde-ae08-3b353b609f76,Cloudfront Viewer Protocol Policy Allows HTTP,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/cloudfront_distribution_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/a6d27cf7-61dc-4bde-ae08-3b353b609f76
67,KICS,a1423864-2fbc-4f46-bfe1-fbbf125c71c9,CodeBuild Not Encrypted,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/aws_codebuild_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/a1423864-2fbc-4f46-bfe1-fbbf125c71c9
68,KICS,730a5951-2760-407a-b032-dd629b55c23a,ELB Using Insecure Protocols,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/elb_application_lb_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/730a5951-2760-407a-b032-dd629b55c23a
69,KICS,0ed012a4-9199-43d2-b9e4-9bd049a48aa4,IAM Database Auth Not Enabled,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/rds_instance_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/0ed012a4-9199-43d2-b9e4-9bd049a48aa4
70,KICS,218413a0-c716-4b94-9e08-0bb70d854709,Secure Ciphers Disabled,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/cloudfront_distribution_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/218413a0-c716-4b94-9e08-0bb70d854709
71,KICS,e1e7b278-2a8b-49bd-a26e-66a7f70b17eb,SQS With SSE Disabled,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/sqs_queue_module.html#ansible-collections-community-aws-sqs-queue-module,https://docs.kics.io/latest/queries/ansible-queries/aws/e1e7b278-2a8b-49bd-a26e-66a7f70b17eb
72,KICS,b47b98ab-e481-4a82-8bb1-1ab39fd36e33,API Gateway Without SSL Certificate,Ansible,AWS,Medium,https://docs.ansible.com/ansible/2.8/modules/aws_api_gateway_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/b47b98ab-e481-4a82-8bb1-1ab39fd36e33
73,KICS,d5ec2080-340a-4259-b885-f833c4ea6a31,Certificate RSA Key Bytes Lower Than 256,Ansible,AWS,Medium,https://docs.ansible.com/ansible/2.10/collections/community/aws/aws_acm_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/d5ec2080-340a-4259-b885-f833c4ea6a31
74,KICS,d0c13053-d2c8-44a6-95da-d592996e9e67,CloudFront Without Minimum Protocol TLS 1.2,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/cloudfront_distribution_module.html#parameter-viewer_certificate/minimum_protocol_version,https://docs.kics.io/latest/queries/ansible-queries/aws/d0c13053-d2c8-44a6-95da-d592996e9e67
75,KICS,60bfbb8a-c72f-467f-a6dd-a46b7d612789,ECR Image Tag Not Immutable,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/ecs_ecr_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/60bfbb8a-c72f-467f-a6dd-a46b7d612789
76,KICS,01aec7c2-3e4d-4274-ae47-2b8fea22fd1f,ECS Task Definition Network Mode Not Recommended,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/ecs_taskdefinition_module.html#parameter-network_mode,https://docs.kics.io/latest/queries/ansible-queries/aws/01aec7c2-3e4d-4274-ae47-2b8fea22fd1f
77,KICS,3505094c-f77c-4ba0-95da-f83db712f86c,S3 Bucket with Unsecured CORS Rule,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/aws_s3_cors_module.html#parameter-rules,https://docs.kics.io/latest/queries/ansible-queries/aws/3505094c-f77c-4ba0-95da-f83db712f86c
78,KICS,fb8f8929-afeb-4c46-99f0-a6cf410f7df4,Vulnerable Default SSL Certificate,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/cloudfront_distribution_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/fb8f8929-afeb-4c46-99f0-a6cf410f7df4
79,KICS,f81d63d2-c5d7-43a4-a5b5-66717a41c895,ALB Listening on HTTP,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/elb_application_lb_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/f81d63d2-c5d7-43a4-a5b5-66717a41c895
80,KICS,559439b2-3e9c-4739-ac46-17e3b24ec215,API Gateway Endpoint Config is Not Private,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/aws_api_gateway_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/559439b2-3e9c-4739-ac46-17e3b24ec215
81,KICS,f5f38943-664b-4acc-ab11-f292fa10ed0b,API Gateway without WAF,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/wafv2_resources_module.html#parameter-arn,https://docs.kics.io/latest/queries/ansible-queries/aws/f5f38943-664b-4acc-ab11-f292fa10ed0b
82,KICS,22c80725-e390-4055-8d14-a872230f6607,CloudFront Without WAF,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/cloudfront_distribution_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/22c80725-e390-4055-8d14-a872230f6607
83,KICS,a8b0c58b-cd25-4b53-9ad0-55bca0be0bc1,EC2 Instance Has Public IP,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_module.html#parameter-assign_public_ip,https://docs.kics.io/latest/queries/ansible-queries/aws/a8b0c58b-cd25-4b53-9ad0-55bca0be0bc1
84,KICS,d6c2d06f-43c1-488a-9ba1-8d75b40fc62d,Elasticsearch with HTTPS disabled,Ansible,AWS,Medium,https://docs.ansible.com/ansible/devel/collections/community/aws/opensearch_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/d6c2d06f-43c1-488a-9ba1-8d75b40fc62d
85,KICS,a14ad534-acbe-4a8e-9404-2f7e1045646e,HTTP Port Open To Internet,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html#ansible-collections-amazon-aws-ec2-group-module,https://docs.kics.io/latest/queries/ansible-queries/aws/a14ad534-acbe-4a8e-9404-2f7e1045646e
86,KICS,57ced4b9-6ba4-487b-8843-b65562b90c77,Security Group With Unrestricted Access To SSH,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/57ced4b9-6ba4-487b-8843-b65562b90c77
87,KICS,7af1c447-c014-4f05-bd8b-ebe3a15734ac,SQL Analysis Services Port 2383 (TCP) Is Publicly Accessible,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/amazon/aws/ec2_group_module.html,https://docs.kics.io/latest/queries/ansible-queries/aws/7af1c447-c014-4f05-bd8b-ebe3a15734ac
88,KICS,72a931c2-12f5-40d1-93cc-47bff2f7aa2a,API Gateway With CloudWatch Logging Disabled,Ansible,AWS,Medium,https://docs.ansible.com/ansible/latest/collections/community/aws/cloudwatchlogs_log_group_module.html#ansible-collections-community-aws-cloudwatchlogs-log-group-module,https://docs.kics.io/latest/queries/ansible-queries/aws/72a931c2-12f5-40d1-93cc-47bff2f7aa2a
