Tool,ID,Title,Description,IaC,Category,Provider,Severity,Query Document,Related Document
Checkov,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,NaN,Cloudformation,NaN,AWS,NaN,[S3AccessLogs.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/S3AccessLogs.py),NaN
Checkov,CKV_AWS_18,Ensure the S3 bucket has access logging enabled,NaN,Terraform,NaN,AWS,NaN,[S3BucketLogging.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/S3BucketLogging.yaml),NaN
Checkov,CKV_AWS_19,Ensure the S3 bucket has server-side-encryption enabled,NaN,Cloudformation,NaN,AWS,NaN,[S3Encryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/S3Encryption.py),NaN
Checkov,CKV_AWS_19,Ensure all data stored in the S3 bucket is securely encrypted at rest,NaN,Terraform,NaN,AWS,NaN,[S3BucketEncryption.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/S3BucketEncryption.yaml),NaN
Checkov,CKV_AWS_19,Ensure all data stored in the S3 bucket is securely encrypted at rest,NaN,Terraform,NaN,AWS,NaN,[S3BucketEncryption.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/S3BucketEncryption.yaml),NaN
Checkov,CKV_AWS_20,Ensure the S3 bucket does not allow READ permissions to everyone,NaN,Cloudformation,NaN,AWS,NaN,[S3PublicACLRead.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/S3PublicACLRead.py),NaN
Checkov,CKV_AWS_20,S3 Bucket has an ACL defined which allows public READ access.,NaN,Terraform,NaN,AWS,NaN,[S3PublicACLRead.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/S3PublicACLRead.yaml),NaN
Checkov,CKV_AWS_20,S3 Bucket has an ACL defined which allows public READ access.,NaN,Terraform,NaN,AWS,NaN,[S3PublicACLRead.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/S3PublicACLRead.yaml),NaN
Checkov,CKV_AWS_21,Ensure the S3 bucket has versioning enabled,NaN,Cloudformation,NaN,AWS,NaN,[S3Versioning.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/S3Versioning.py),NaN
Checkov,CKV_AWS_21,Ensure all data stored in the S3 bucket have versioning enabled,NaN,Terraform,NaN,AWS,NaN,[S3BucketVersioning.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/S3BucketVersioning.yaml),NaN
Checkov,CKV_AWS_21,Ensure all data stored in the S3 bucket have versioning enabled,NaN,Terraform,NaN,AWS,NaN,[S3BucketVersioning.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/S3BucketVersioning.yaml),NaN
Checkov,CKV_AWS_22,Ensure SageMaker Notebook is encrypted at rest using KMS CMK,NaN,Terraform,NaN,AWS,NaN,[SagemakerNotebookEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SagemakerNotebookEncryption.py),NaN
Checkov,CKV_AWS_23,Ensure every security groups rule has a description,NaN,Cloudformation,NaN,AWS,NaN,[SecurityGroupRuleDescription.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/SecurityGroupRuleDescription.py),NaN
Checkov,CKV_AWS_23,Ensure every security groups rule has a description,NaN,Cloudformation,NaN,AWS,NaN,[SecurityGroupRuleDescription.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/SecurityGroupRuleDescription.py),NaN
Checkov,CKV_AWS_23,Ensure every security groups rule has a description,NaN,Cloudformation,NaN,AWS,NaN,[SecurityGroupRuleDescription.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/SecurityGroupRuleDescription.py),NaN
Checkov,CKV_AWS_23,Ensure every security group and rule has a description,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupRuleDescription.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupRuleDescription.py),NaN
Checkov,CKV_AWS_23,Ensure every security group and rule has a description,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupRuleDescription.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupRuleDescription.py),NaN
Checkov,CKV_AWS_23,Ensure every security group and rule has a description,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupRuleDescription.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupRuleDescription.py),NaN
Checkov,CKV_AWS_23,Ensure every security group and rule has a description,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupRuleDescription.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupRuleDescription.py),NaN
Checkov,CKV_AWS_23,Ensure every security group and rule has a description,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupRuleDescription.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupRuleDescription.py),NaN
Checkov,CKV_AWS_23,Ensure every security group and rule has a description,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupRuleDescription.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupRuleDescription.py),NaN
Checkov,CKV_AWS_23,Ensure every security group and rule has a description,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupRuleDescription.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupRuleDescription.py),NaN
Checkov,CKV_AWS_24,Ensure no security groups allow ingress from 0.0.0.0:0 to port 22,NaN,Cloudformation,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress22.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/SecurityGroupUnrestrictedIngress22.py),NaN
Checkov,CKV_AWS_24,Ensure no security groups allow ingress from 0.0.0.0:0 to port 22,NaN,Cloudformation,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress22.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/SecurityGroupUnrestrictedIngress22.py),NaN
Checkov,CKV_AWS_24,Ensure no security groups allow ingress from 0.0.0.0:0 to port 22,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress22.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngress22.py),NaN
Checkov,CKV_AWS_24,Ensure no security groups allow ingress from 0.0.0.0:0 to port 22,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress22.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngress22.py),NaN
Checkov,CKV_AWS_24,Ensure no security groups allow ingress from 0.0.0.0:0 to port 22,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress22.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngress22.py),NaN
Checkov,CKV_AWS_25,Ensure no security groups allow ingress from 0.0.0.0:0 to port 3389,NaN,Cloudformation,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress3389.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/SecurityGroupUnrestrictedIngress3389.py),NaN
Checkov,CKV_AWS_25,Ensure no security groups allow ingress from 0.0.0.0:0 to port 3389,NaN,Cloudformation,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress3389.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/SecurityGroupUnrestrictedIngress3389.py),NaN
Checkov,CKV_AWS_25,Ensure no security groups allow ingress from 0.0.0.0:0 to port 3389,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress3389.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngress3389.py),NaN
Checkov,CKV_AWS_25,Ensure no security groups allow ingress from 0.0.0.0:0 to port 3389,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress3389.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngress3389.py),NaN
Checkov,CKV_AWS_25,Ensure no security groups allow ingress from 0.0.0.0:0 to port 3389,NaN,Terraform,NaN,AWS,NaN,[SecurityGroupUnrestrictedIngress3389.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SecurityGroupUnrestrictedIngress3389.py),NaN
Checkov,CKV_AWS_26,Ensure all data stored in the SNS topic is encrypted,NaN,Cloudformation,NaN,AWS,NaN,[SNSTopicEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/SNSTopicEncryption.py),NaN
Checkov,CKV_AWS_26,Ensure all data stored in the SNS topic is encrypted,NaN,Terraform,NaN,AWS,NaN,[SNSTopicEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SNSTopicEncryption.py),NaN
Checkov,CKV_AWS_27,Ensure all data stored in the SQS queue is encrypted,NaN,Cloudformation,NaN,AWS,NaN,[SQSQueueEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/SQSQueueEncryption.py),NaN
Checkov,CKV_AWS_27,Ensure all data stored in the SQS queue is encrypted,NaN,Terraform,NaN,AWS,NaN,[SQSQueueEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/SQSQueueEncryption.py),NaN
Checkov,CKV_AWS_28,Ensure DynamoDB point in time recovery (backup) is enabled,NaN,Cloudformation,NaN,AWS,NaN,[DynamodbRecovery.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/DynamodbRecovery.py),NaN
Checkov,CKV_AWS_28,Ensure DynamoDB point in time recovery (backup) is enabled,NaN,Terraform,NaN,AWS,NaN,[DynamodbRecovery.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DynamodbRecovery.py),NaN
Checkov,CKV_AWS_29,Ensure all data stored in the ElastiCache Replication Group is securely encrypted at rest,NaN,Cloudformation,NaN,AWS,NaN,[ElasticacheReplicationGroupEncryptionAtRest.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/ElasticacheReplicationGroupEncryptionAtRest.py),NaN
Checkov,CKV_AWS_29,Ensure all data stored in the ElastiCache Replication Group is securely encrypted at rest,NaN,Terraform,NaN,AWS,NaN,[ElasticacheReplicationGroupEncryptionAtRest.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ElasticacheReplicationGroupEncryptionAtRest.py),NaN
Checkov,CKV_AWS_30,Ensure all data stored in the ElastiCache Replication Group is securely encrypted at transit,NaN,Cloudformation,NaN,AWS,NaN,[ElasticacheReplicationGroupEncryptionAtTransit.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/ElasticacheReplicationGroupEncryptionAtTransit.py),NaN
Checkov,CKV_AWS_30,Ensure all data stored in the ElastiCache Replication Group is securely encrypted at transit,NaN,Terraform,NaN,AWS,NaN,[ElasticacheReplicationGroupEncryptionAtTransit.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ElasticacheReplicationGroupEncryptionAtTransit.py),NaN
Checkov,CKV_AWS_31,Ensure all data stored in the ElastiCache Replication Group is securely encrypted at transit and has auth token,NaN,Cloudformation,NaN,AWS,NaN,[ElasticacheReplicationGroupEncryptionAtTransitAuthToken.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/ElasticacheReplicationGroupEncryptionAtTransitAuthToken.py),NaN
Checkov,CKV_AWS_31,Ensure all data stored in the ElastiCache Replication Group is securely encrypted at transit and has auth token,NaN,Terraform,NaN,AWS,NaN,[ElasticacheReplicationGroupEncryptionAtTransitAuthToken.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ElasticacheReplicationGroupEncryptionAtTransitAuthToken.py),NaN
Checkov,CKV_AWS_32,Ensure ECR policy is not set to public,NaN,Cloudformation,NaN,AWS,NaN,[ECRPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/ECRPolicy.py),NaN
Checkov,CKV_AWS_32,Ensure ECR policy is not set to public,NaN,Terraform,NaN,AWS,NaN,[ECRPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ECRPolicy.py),NaN
Checkov,CKV_AWS_33,Ensure KMS key policy does not contain wildcard (*) principal,NaN,Cloudformation,NaN,AWS,NaN,[KMSKeyWildCardPrincipal.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/KMSKeyWildCardPrincipal.py),NaN
Checkov,CKV_AWS_33,Ensure KMS key policy does not contain wildcard (*) principal,NaN,Terraform,NaN,AWS,NaN,[KMSKeyWildcardPrincipal.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/KMSKeyWildcardPrincipal.py),NaN
Checkov,CKV_AWS_34,Ensure CloudFront Distribution ViewerProtocolPolicy is set to HTTPS,NaN,Cloudformation,NaN,AWS,NaN,[CloudfrontDistributionEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/CloudfrontDistributionEncryption.py),NaN
Checkov,CKV_AWS_34,Ensure CloudFront distribution ViewerProtocolPolicy is set to HTTPS,NaN,Terraform,NaN,AWS,NaN,[CloudfrontDistributionEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CloudfrontDistributionEncryption.py),NaN
Checkov,CKV_AWS_35,Ensure CloudTrail logs are encrypted at rest using KMS CMKs,NaN,Cloudformation,NaN,AWS,NaN,[CloudtrailEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/CloudtrailEncryption.py),NaN
Checkov,CKV_AWS_35,Ensure CloudTrail logs are encrypted at rest using KMS CMKs,NaN,Terraform,NaN,AWS,NaN,[CloudtrailEncryptionWithCMK.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CloudtrailEncryptionWithCMK.py),NaN
Checkov,CKV_AWS_36,Ensure CloudTrail log file validation is enabled,NaN,Cloudformation,NaN,AWS,NaN,[CloudtrailLogValidation.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/CloudtrailLogValidation.py),NaN
Checkov,CKV_AWS_36,Ensure CloudTrail log file validation is enabled,NaN,Terraform,NaN,AWS,NaN,[CloudtrailLogValidation.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/CloudtrailLogValidation.py),NaN
Checkov,CKV_AWS_37,Ensure Amazon EKS control plane logging is enabled for all log types,NaN,Terraform,NaN,AWS,NaN,[EKSControlPlaneLogging.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/EKSControlPlaneLogging.py),NaN
Checkov,CKV_AWS_38,Ensure Amazon EKS public endpoint not accessible to 0.0.0.0/0,NaN,Terraform,NaN,AWS,NaN,[EKSPublicAccessCIDR.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/EKSPublicAccessCIDR.py),NaN
Checkov,CKV_AWS_39,Ensure Amazon EKS public endpoint disabled,NaN,Terraform,NaN,AWS,NaN,[EKSPublicAccess.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/EKSPublicAccess.py),NaN
Checkov,CKV_AWS_40,Ensure IAM policies are attached only to groups or roles (Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.),NaN,Cloudformation,NaN,AWS,NaN,[IAMPolicyAttachedToGroupOrRoles.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/IAMPolicyAttachedToGroupOrRoles.py),NaN
Checkov,CKV_AWS_40,Ensure IAM policies are attached only to groups or roles (Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.),NaN,Terraform,NaN,AWS,NaN,[IAMPolicyAttachedToGroupOrRoles.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/IAMPolicyAttachedToGroupOrRoles.py),NaN
Checkov,CKV_AWS_40,Ensure IAM policies are attached only to groups or roles (Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.),NaN,Terraform,NaN,AWS,NaN,[IAMPolicyAttachedToGroupOrRoles.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/IAMPolicyAttachedToGroupOrRoles.py),NaN
Checkov,CKV_AWS_40,Ensure IAM policies are attached only to groups or roles (Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.),NaN,Terraform,NaN,AWS,NaN,[IAMPolicyAttachedToGroupOrRoles.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/IAMPolicyAttachedToGroupOrRoles.py),NaN
Checkov,CKV_AWS_41,Ensure no hard coded AWS access key and secret key exists in provider,NaN,Terraform,NaN,AWS,NaN,[credentials.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/provider/aws/credentials.py),NaN
Checkov,CKV_AWS_41,Ensure no hard coded AWS access key and secret key exists in provider,NaN,serverless,NaN,AWS,NaN,[AWSCredentials.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/serverless/checks/function/aws/AWSCredentials.py),NaN
Checkov,CKV_AWS_42,Ensure EFS is securely encrypted,NaN,Cloudformation,NaN,AWS,NaN,[EFSEncryptionEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/EFSEncryptionEnabled.py),NaN
Checkov,CKV_AWS_42,Ensure EFS is securely encrypted,NaN,Terraform,NaN,AWS,NaN,[EFSEncryptionEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/EFSEncryptionEnabled.py),NaN
Checkov,CKV_AWS_43,Ensure Kinesis Stream is securely encrypted,NaN,Cloudformation,NaN,AWS,NaN,[KinesisStreamEncryptionType.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/KinesisStreamEncryptionType.py),NaN
Checkov,CKV_AWS_43,Ensure Kinesis Stream is securely encrypted,NaN,Terraform,NaN,AWS,NaN,[KinesisStreamEncryptionType.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/KinesisStreamEncryptionType.py),NaN
Checkov,CKV_AWS_44,Ensure Neptune storage is securely encrypted,NaN,Cloudformation,NaN,AWS,NaN,[NeptuneClusterStorageEncrypted.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/NeptuneClusterStorageEncrypted.py),NaN
Checkov,CKV_AWS_44,Ensure Neptune storage is securely encrypted,NaN,Terraform,NaN,AWS,NaN,[NeptuneClusterStorageEncrypted.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/NeptuneClusterStorageEncrypted.py),NaN
Checkov,CKV_AWS_45,Ensure no hard-coded secrets exist in Lambda environment,NaN,Cloudformation,NaN,AWS,NaN,[LambdaEnvironmentCredentials.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/LambdaEnvironmentCredentials.py),NaN
Checkov,CKV_AWS_45,Ensure no hard-coded secrets exist in Lambda environment,NaN,Cloudformation,NaN,AWS,NaN,[LambdaEnvironmentCredentials.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/LambdaEnvironmentCredentials.py),NaN
Checkov,CKV_AWS_45,Ensure no hard-coded secrets exist in lambda environment,NaN,Terraform,NaN,AWS,NaN,[LambdaEnvironmentCredentials.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/LambdaEnvironmentCredentials.py),NaN
Checkov,CKV_AWS_46,Ensure no hard-coded secrets exist in EC2 user data,NaN,Cloudformation,NaN,AWS,NaN,[EC2Credentials.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/EC2Credentials.py),NaN
Checkov,CKV_AWS_46,Ensure no hard-coded secrets exist in EC2 user data,NaN,Terraform,NaN,AWS,NaN,[EC2Credentials.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/EC2Credentials.py),NaN
Checkov,CKV_AWS_46,Ensure no hard-coded secrets exist in EC2 user data,NaN,Terraform,NaN,AWS,NaN,[EC2Credentials.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/EC2Credentials.py),NaN
Checkov,CKV_AWS_46,Ensure no hard-coded secrets exist in EC2 user data,NaN,Terraform,NaN,AWS,NaN,[EC2Credentials.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/EC2Credentials.py),NaN
Checkov,CKV_AWS_47,Ensure DAX is encrypted at rest (default is unencrypted),NaN,Cloudformation,NaN,AWS,NaN,[DAXEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/DAXEncryption.py),NaN
Checkov,CKV_AWS_47,Ensure DAX is encrypted at rest (default is unencrypted),NaN,Terraform,NaN,AWS,NaN,[DAXEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/DAXEncryption.py),NaN
Checkov,CKV_AWS_48,Ensure MQ Broker logging is enabled,NaN,Terraform,NaN,AWS,NaN,[MQBrokerLogging.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/MQBrokerLogging.py),NaN
Checkov,CKV_AWS_49,"Ensure no IAM policies documents allow ""*"" as a statement's actions",NaN,Terraform,NaN,AWS,NaN,[StarActionPolicyDocument.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/data/aws/StarActionPolicyDocument.py),NaN
Checkov,CKV_AWS_49,"Ensure no IAM policies documents allow ""*"" as a statement's actions",NaN,serverless,NaN,AWS,NaN,[StarActionPolicyDocument.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/serverless/checks/function/aws/StarActionPolicyDocument.py),NaN
Checkov,CKV_AWS_50,X-Ray tracing is enabled for Lambda,NaN,Terraform,NaN,AWS,NaN,[LambdaXrayEnabled.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/LambdaXrayEnabled.py),NaN
Checkov,CKV_AWS_51,Ensure ECR Image Tags are immutable,NaN,Cloudformation,NaN,AWS,NaN,[ECRImmutableTags.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/ECRImmutableTags.py),NaN
Checkov,CKV_AWS_51,Ensure ECR Image Tags are immutable,NaN,Terraform,NaN,AWS,NaN,[ECRImmutableTags.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/ECRImmutableTags.py),NaN
Checkov,CKV_AWS_53,Ensure S3 bucket has block public ACLs enabled,NaN,Cloudformation,NaN,AWS,NaN,[S3BlockPublicACLs.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/S3BlockPublicACLs.py),NaN
Checkov,CKV_AWS_53,Ensure S3 bucket has block public ACLS enabled,NaN,Terraform,NaN,AWS,NaN,[S3BlockPublicACLs.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/S3BlockPublicACLs.py),NaN
Checkov,CKV_AWS_54,Ensure S3 bucket has block public policy enabled,NaN,Cloudformation,NaN,AWS,NaN,[S3BlockPublicPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/S3BlockPublicPolicy.py),NaN
Checkov,CKV_AWS_54,Ensure S3 bucket has block public policy enabled,NaN,Terraform,NaN,AWS,NaN,[S3BlockPublicPolicy.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/S3BlockPublicPolicy.py),NaN
Checkov,CKV_AWS_55,Ensure S3 bucket has ignore public ACLs enabled,NaN,Cloudformation,NaN,AWS,NaN,[S3IgnorePublicACLs.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/S3IgnorePublicACLs.py),NaN
Checkov,CKV_AWS_55,Ensure S3 bucket has ignore public ACLs enabled,NaN,Terraform,NaN,AWS,NaN,[S3IgnorePublicACLs.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/S3IgnorePublicACLs.py),NaN
Checkov,CKV_AWS_56,Ensure S3 bucket has RestrictPublicBuckets enabled,NaN,Cloudformation,NaN,AWS,NaN,[S3RestrictPublicBuckets.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/S3RestrictPublicBuckets.py),NaN
Checkov,CKV_AWS_56,Ensure S3 bucket has 'restrict_public_buckets' enabled,NaN,Terraform,NaN,AWS,NaN,[S3RestrictPublicBuckets.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/S3RestrictPublicBuckets.py),NaN
Checkov,CKV_AWS_57,Ensure the S3 bucket does not allow WRITE permissions to everyone,NaN,Cloudformation,NaN,AWS,NaN,[S3PublicACLWrite.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/S3PublicACLWrite.py),NaN
Checkov,CKV_AWS_57,S3 Bucket has an ACL defined which allows public WRITE access.,NaN,Terraform,NaN,AWS,NaN,[S3PublicACLWrite.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/S3PublicACLWrite.yaml),NaN
Checkov,CKV_AWS_57,S3 Bucket has an ACL defined which allows public WRITE access.,NaN,Terraform,NaN,AWS,NaN,[S3PublicACLWrite.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/S3PublicACLWrite.yaml),NaN
Checkov,CKV_AWS_58,Ensure EKS Cluster has Secrets Encryption Enabled,NaN,Cloudformation,NaN,AWS,NaN,[EKSSecretsEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/EKSSecretsEncryption.py),NaN
Checkov,CKV_AWS_58,Ensure EKS Cluster has Secrets Encryption Enabled,NaN,Terraform,NaN,AWS,NaN,[EKSSecretsEncryption.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/EKSSecretsEncryption.py),NaN
Checkov,CKV_AWS_59,Ensure there is no open access to back-end resources through API,NaN,Cloudformation,NaN,AWS,NaN,[APIGatewayAuthorization.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/APIGatewayAuthorization.py),NaN
Checkov,CKV_AWS_59,Ensure there is no open access to back-end resources through API,NaN,Terraform,NaN,AWS,NaN,[APIGatewayAuthorization.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/resource/aws/APIGatewayAuthorization.py),NaN
Checkov,CKV_AWS_60,Ensure IAM role allows only specific services or principals to assume it,NaN,Cloudformation,NaN,AWS,NaN,[IAMRoleAllowsPublicAssume.py](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/resource/aws/IAMRoleAllowsPublicAssume.py),NaN
