Tool,ID,Title,Description,IaC,Category,Provider,Severity,Query Document,Related Document
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Cloudformation,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/cloudformation/checks/graph_checks/LambdaOpenCorsPolicy.yaml),NaN
Checkov,CKV2_AWS_75,Ensure no open CORS policy,NaN,Terraform,NaN,AWS,NaN,[LambdaOpenCorsPolicy.yaml](https://github.com/bridgecrewio/checkov/blob/main/checkov/terraform/checks/graph_checks/aws/LambdaOpenCorsPolicy.yaml),NaN
