Tool,ID,Title,Description,IaC,Category,Provider,Severity,Query Document,Related Document
KICS,7772bb8c-c0f3-42d4-8e4e-f1b8939ad085,S3 Bucket Access to Any Principal,NaN,CloudFormation,Access Control,AWS,Critical,https://docs.kics.io/latest/queries/cloudformation-queries/aws/7772bb8c-c0f3-42d4-8e4e-f1b8939ad085,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html
KICS,07dda8de-d90d-469e-9b37-1aca53526ced,S3 Bucket ACL Allows Read Or Write to All Users,NaN,CloudFormation,Access Control,AWS,Critical,https://docs.kics.io/latest/queries/cloudformation-queries/aws/07dda8de-d90d-469e-9b37-1aca53526ced,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html
KICS,acc78859-765e-4011-a229-a65ea57db252,S3 Bucket Allows Delete Action From All Principals,NaN,CloudFormation,Access Control,AWS,Critical,https://docs.kics.io/latest/queries/cloudformation-queries/aws/acc78859-765e-4011-a229-a65ea57db252,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html
KICS,f6397a20-4cf1-4540-a997-1d363c25ef58,S3 Bucket Allows Put Action From All Principals,NaN,CloudFormation,Access Control,AWS,Critical,https://docs.kics.io/latest/queries/cloudformation-queries/aws/f6397a20-4cf1-4540-a997-1d363c25ef58,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html
KICS,4ae8af91-5108-42cb-9471-3bdbe596eac9,S3 Bucket With All Permissions,NaN,CloudFormation,Access Control,AWS,Critical,https://docs.kics.io/latest/queries/cloudformation-queries/aws/4ae8af91-5108-42cb-9471-3bdbe596eac9,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html
KICS,ae53ce91-42b5-46bf-a84f-9a13366a4f13,SNS Topic is Publicly Accessible,NaN,CloudFormation,Access Control,AWS,Critical,https://docs.kics.io/latest/queries/cloudformation-queries/aws/ae53ce91-42b5-46bf-a84f-9a13366a4f13,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-sns-policy.html
KICS,de38e1d5-54cb-4111-a868-6f7722695007,RDS DB Instance Publicly Accessible,NaN,CloudFormation,Insecure Configurations,AWS,Critical,https://docs.kics.io/latest/queries/cloudformation-queries/aws/de38e1d5-54cb-4111-a868-6f7722695007,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-rds-database-instance.html
KICS,9564406d-e761-4e61-b8d7-5926e3ab8e79,DB Security Group With Public Scope,NaN,CloudFormation,Networking and Firewall,AWS,Critical,https://docs.kics.io/latest/queries/cloudformation-queries/aws/9564406d-e761-4e61-b8d7-5926e3ab8e79,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-rds-database-instance.html
KICS,4e88adee-a8eb-4605-a78d-9fb1096e3091,RDS Associated with Public Subnet,NaN,CloudFormation,Networking and Firewall,AWS,Critical,https://docs.kics.io/latest/queries/cloudformation-queries/aws/4e88adee-a8eb-4605-a78d-9fb1096e3091,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-rds-database-instance.html#cfn-rds-dbinstance-dbsubnetgroupname
KICS,85138beb-ce7c-4ca3-a09f-e8fbcc57ddd7,Cross-Account IAM Assume Role Policy Without ExternalId or MFA,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/85138beb-ce7c-4ca3-a09f-e8fbcc57ddd7,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-iam-role.html#cfn-iam-role-assumerolepolicydocument
KICS,01986452-bdd8-4aaa-b5df-d6bf61d616ff,ECS Service Admin Role Is Present,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/01986452-bdd8-4aaa-b5df-d6bf61d616ff,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-ecs-service.html
KICS,f62aa827-4ade-4dc4-89e4-1433d384a368,IAM Policy Grants Full Permissions,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/f62aa827-4ade-4dc4-89e4-1433d384a368,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-iam-policy.html
KICS,a0ae0a4e-712b-4115-8112-51b9eeed9d69,Lambda Functions With Full Privileges,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/a0ae0a4e-712b-4115-8112-51b9eeed9d69,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-lambda-function.html
KICS,0ce1ba20-8ba8-4364-836f-40c24b8cb0ab,MSK Broker Is Publicly Accessible,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/0ce1ba20-8ba8-4364-836f-40c24b8cb0ab,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-msk-cluster-publicaccess.html
KICS,a3aa0087-8228-4e7e-b202-dc9036972d02,Neptune Cluster With IAM Database Authentication Disabled,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/a3aa0087-8228-4e7e-b202-dc9036972d02,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-neptune-dbcluster.html#cfn-neptune-dbcluster-iamauthenabled
KICS,219f4c95-aa50-44e0-97de-cf71f4641170,S3 Bucket ACL Allows Read to All Users,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/219f4c95-aa50-44e0-97de-cf71f4641170,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html
KICS,835d5497-a526-4aea-a23f-98a9afd1635f,S3 Bucket ACL Allows Read to Any Authenticated User,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/835d5497-a526-4aea-a23f-98a9afd1635f,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html
KICS,f97b7d23-568f-4bcc-9ac9-02df0d57fbba,S3 Bucket Allows Get Action From All Principals,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/f97b7d23-568f-4bcc-9ac9-02df0d57fbba,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html
KICS,faa8fddf-c0aa-4b2d-84ff-e993e233ebe9,S3 Bucket Allows List Action From All Principals,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/faa8fddf-c0aa-4b2d-84ff-e993e233ebe9,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html
KICS,860ba89b-b8de-4e72-af54-d6aee4138a69,S3 Bucket Allows Public Policy,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/860ba89b-b8de-4e72-af54-d6aee4138a69,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket-publicaccessblockconfiguration.html
KICS,456b00a3-1072-4149-9740-6b8bb60251b0,S3 Bucket Allows Restore Actions From All Principals,NaN,CloudFormation,Access Control,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/456b00a3-1072-4149-9740-6b8bb60251b0,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-bucket.html
KICS,316278b3-87ac-444c-8f8f-a733a28da60f,AmazonMQ Broker Encryption Disabled,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/316278b3-87ac-444c-8f8f-a733a28da60f,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-amazonmq-broker.html#cfn-amazonmq-broker-encryptionoptions
KICS,37cca703-b74c-48ba-ac81-595b53398e9b,API Gateway Cache Encrypted Disabled,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/37cca703-b74c-48ba-ac81-595b53398e9b,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-apigateway-deployment-stagedescription.html
KICS,ffee2785-c347-451e-89f3-11aeb08e5c84,CMK Unencrypted Storage,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/ffee2785-c347-451e-89f3-11aeb08e5c84,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-rds-database-instance.html
KICS,1b6322d9-c755-4f8c-b804-32c19250f2d9,Config Rule For Encrypted Volumes Disabled,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/1b6322d9-c755-4f8c-b804-32c19250f2d9,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-config-configrule.html#cfn-config-configrule-source
KICS,4bd21e68-38c1-4d58-acdc-6a14b203237f,DynamoDB Table Not Encrypted,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/4bd21e68-38c1-4d58-acdc-6a14b203237f,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-dynamodb-table-ssespecification.html
KICS,c8dee387-a2e6-4a73-a942-183c975549ac,DynamoDB With Aws Owned CMK,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/c8dee387-a2e6-4a73-a942-183c975549ac,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-dynamodb-table-ssespecification.html
KICS,80b7ac3f-d2b7-4577-9b10-df7913497162,EBS Volume Encryption Disabled,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/80b7ac3f-d2b7-4577-9b10-df7913497162,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-ebs-volume.html
KICS,6c131358-c54d-419b-9dd6-1f7dd41d180c,ECS Cluster Not Encrypted At Rest,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/6c131358-c54d-419b-9dd6-1f7dd41d180c,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-ecs-taskdefinition.html
KICS,2ff8e83c-90e1-4d68-a300-6d652112e622,EFS Not Encrypted,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/2ff8e83c-90e1-4d68-a300-6d652112e622,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-efs-filesystem.html
KICS,e4ee3903-9225-4b6a-bdfb-e62dbadef821,ElastiCache With Disabled at Rest Encryption,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/e4ee3903-9225-4b6a-bdfb-e62dbadef821,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-elasticache-replicationgroup.html#cfn-elasticache-replicationgroup-atrestencryptionenabled
KICS,d926aa95-0a04-4abc-b20c-acf54afe38a1,ElasticSearch Encryption With KMS Disabled,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/d926aa95-0a04-4abc-b20c-acf54afe38a1,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-elasticsearch-domain.html#cfn-elasticsearch-domain-encryptionatrestoptions
KICS,86a248ab-0e01-4564-a82a-878303e253bb,ElasticSearch Not Encrypted At Rest,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/86a248ab-0e01-4564-a82a-878303e253bb,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-elasticsearch-domain.html#cfn-elasticsearch-domain-encryptionatrestoptions
KICS,809f77f8-d10e-4842-a84f-3be7b6ff1190,ELB Using Weak Ciphers,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/809f77f8-d10e-4842-a84f-3be7b6ff1190,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-elb.html
KICS,7f65be75-90ab-4036-8c2a-410aef7bb650,Kinesis SSE Not Configured,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/7f65be75-90ab-4036-8c2a-410aef7bb650,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-kinesis-stream.html
KICS,a976d63f-af0e-46e8-b714-8c1a9c4bf768,MSK Cluster Encryption Disabled,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/a976d63f-af0e-46e8-b714-8c1a9c4bf768,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-msk-cluster.html
KICS,bf4473f1-c8a2-4b1b-8134-bd32efabab93,Neptune Database Cluster Encryption Disabled,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/bf4473f1-c8a2-4b1b-8134-bd32efabab93,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-neptune-dbcluster.html
KICS,65844ba3-03a1-40a8-b3dd-919f122e8c95,RDS Storage Encryption Disabled,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/65844ba3-03a1-40a8-b3dd-919f122e8c95,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-rds-dbcluster.html#cfn-rds-dbcluster-storageencrypted
KICS,5beacce3-4020-4a3d-9e1d-a36f953df630,RDS Storage Not Encrypted,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/5beacce3-4020-4a3d-9e1d-a36f953df630,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-rds-database-instance.html
KICS,3b316b05-564c-44a7-9c3f-405bb95e211e,Redshift Not Encrypted,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/3b316b05-564c-44a7-9c3f-405bb95e211e,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-redshift-cluster.html
KICS,b2e8752c-3497-4255-98d2-e4ae5b46bbf5,S3 Bucket Without Server-side-encryption,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/b2e8752c-3497-4255-98d2-e4ae5b46bbf5,https://docs.aws.amazon.com/AmazonS3/latest/user-guide/default-bucket-encryption.html
KICS,709e6da6-fa1f-44cc-8f17-7f25f96dadbe,SageMaker Data Encryption Disabled,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/709e6da6-fa1f-44cc-8f17-7f25f96dadbe,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-sagemaker-notebookinstance.html
KICS,568cc372-ca64-420d-9015-ee347d00d288,User Data Contains Encoded Private Key,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/568cc372-ca64-420d-9015-ee347d00d288,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-as-launchconfig.html
KICS,89827c57-5a8a-49eb-9731-976a606d70db,Workspace Without Encryption,NaN,CloudFormation,Encryption,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/89827c57-5a8a-49eb-9731-976a606d70db,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-workspaces-workspace.html
KICS,76ddf32c-85b1-4808-8935-7eef8030ab36,Batch Job Definition With Privileged Container Properties,NaN,CloudFormation,Insecure Configurations,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/76ddf32c-85b1-4808-8935-7eef8030ab36,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-batch-jobdefinition.html
KICS,da905474-7454-43c0-b8d2-5756ab951aba,KMS Key With Vulnerable Policy,NaN,CloudFormation,Insecure Configurations,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/da905474-7454-43c0-b8d2-5756ab951aba,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-kms-key.html#cfn-kms-key-keypolicy
KICS,ae03f542-1423-402f-9cef-c834e7ee9583,Lambda Functions Without Unique IAM Roles,NaN,CloudFormation,Insecure Configurations,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/ae03f542-1423-402f-9cef-c834e7ee9583,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-lambda-function.html
KICS,68b6a789-82f8-4cfd-85de-e95332fe6a61,MQ Broker Is Publicly Accessible,NaN,CloudFormation,Insecure Configurations,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/68b6a789-82f8-4cfd-85de-e95332fe6a61,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-amazonmq-broker.html#cfn-amazonmq-broker-publiclyaccessible
KICS,4c137350-7307-4803-8c04-17c09a7a9fcf,Root Account Has Active Access Keys,NaN,CloudFormation,Insecure Configurations,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/4c137350-7307-4803-8c04-17c09a7a9fcf,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-iam-accesskey.html
KICS,90501b1b-cded-4cc1-9e8b-206b85cda317,S3 Static Website Host Enabled,NaN,CloudFormation,Insecure Configurations,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/90501b1b-cded-4cc1-9e8b-206b85cda317,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-s3-websiteconfiguration.html
KICS,6d64f311-3da6-45f3-80f1-14db9771ea40,Permissive Web ACL Default Action,NaN,CloudFormation,Insecure Defaults,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/6d64f311-3da6-45f3-80f1-14db9771ea40,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-waf-webacl.html
KICS,0104165b-02d5-426f-abc9-91fb48189899,DB Security Group Open To Large Scope,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/0104165b-02d5-426f-abc9-91fb48189899,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-rds-database-instance.html
KICS,ea33fcf7-394b-4d11-a228-985c5d08f205,Default Security Groups With Unrestricted Traffic,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/ea33fcf7-394b-4d11-a228-985c5d08f205,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-security-group.html
KICS,494b03d3-bf40-4464-8524-7c56ad0700ed,EC2 Sensitive Port Is Publicly Exposed,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/494b03d3-bf40-4464-8524-7c56ad0700ed,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-security-group.html
KICS,78055456-f670-4d2e-94d5-392d1cf4f5e4,ELB Sensitive Port Is Exposed To Entire Network,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/78055456-f670-4d2e-94d5-392d1cf4f5e4,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-elb.html
KICS,e415f8d3-fc2b-4f52-88ab-1129e8c8d3f5,Fully Open Ingress,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/e415f8d3-fc2b-4f52-88ab-1129e8c8d3f5,https://docs.aws.amazon.com/AmazonECS/latest/developerguide/get-set-up-for-amazon-ecs.html#create-a-base-security-group
KICS,c9846969-d066-431f-9b34-8c4abafe422a,Remote Desktop Port Open To Internet,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/c9846969-d066-431f-9b34-8c4abafe422a,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-security-group.html
KICS,24d932e1-91f0-46ea-836f-fdbd81694151,Route53 Record Undefined,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/24d932e1-91f0-46ea-836f-fdbd81694151,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-route53-hostedzone.html
KICS,3ae83918-7ec7-4cb8-80db-b91ef0f94002,Security Group Unrestricted Access To RDP,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/3ae83918-7ec7-4cb8-80db-b91ef0f94002,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-security-group.html
KICS,cdbb0467-2957-4a77-9992-7b55b29df7b7,Security Groups With Exposed Admin Ports,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/cdbb0467-2957-4a77-9992-7b55b29df7b7,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-security-group.html
KICS,adcd0082-e90b-4b63-862b-21899f6e6a48,Security Groups With Meta IP,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/adcd0082-e90b-4b63-862b-21899f6e6a48,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-security-group.html
KICS,829ce3b8-065c-41a3-ad57-e0accfea82d2,Unknown Port Exposed To Internet,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/829ce3b8-065c-41a3-ad57-e0accfea82d2,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-security-group.html
KICS,4a1e6b34-1008-4e61-a5f2-1f7c276f8d14,Unrestricted Security Group Ingress,NaN,CloudFormation,Networking and Firewall,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/4a1e6b34-1008-4e61-a5f2-1f7c276f8d14,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-ec2-security-group-ingress.html
KICS,73980e43-f399-4fcc-a373-658228f7adf7,Amplify App Access Token Exposed,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/73980e43-f399-4fcc-a373-658228f7adf7,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-amplify-app.html
KICS,71493c8b-3014-404c-9802-078b74496fb7,Amplify App Basic Auth Config Password Exposed,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/71493c8b-3014-404c-9802-078b74496fb7,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-amplify-app-basicauthconfig.html
KICS,03b38885-8f4e-480c-a0e4-12c1affd15db,Amplify App OAuth Token Exposed,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/03b38885-8f4e-480c-a0e4-12c1affd15db,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-amplify-app-basicauthconfig.html
KICS,dfb56e5d-ee68-446e-b32a-657b62befe69,Amplify Branch Basic Auth Config Password Exposed,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/dfb56e5d-ee68-446e-b32a-657b62befe69,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-amplify-branch.html#cfn-amplify-branch-basicauthconfig
KICS,06b9f52a-8cd5-459b-bdc6-21a22521e1be,Directory Service Microsoft AD Password Set to Plaintext or Default Ref,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/06b9f52a-8cd5-459b-bdc6-21a22521e1be,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-directoryservice-microsoftad.html
KICS,6685d912-d81f-4cfa-95ad-e316ea31c989,Directory Service Simple AD Password Exposed,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/6685d912-d81f-4cfa-95ad-e316ea31c989,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-directoryservice-simplead.html
KICS,f988a17f-1139-46a3-8928-f27eafd8b024,DMS Endpoint MongoDB Settings Password Exposed,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/f988a17f-1139-46a3-8928-f27eafd8b024,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-dms-endpoint-mongodbsettings.html
KICS,5f700072-b7ce-4e84-b3f3-497bf1c24a4d,DMS Endpoint Password Exposed,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/5f700072-b7ce-4e84-b3f3-497bf1c24a4d,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-dms-endpoint.html
KICS,39423ce4-9011-46cd-b6b1-009edcd9385d,DocDB Cluster Master Password In Plaintext,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/39423ce4-9011-46cd-b6b1-009edcd9385d,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-docdb-dbcluster.html
KICS,2564172f-c92b-4261-9acd-464aed511696,Hardcoded AWS Access Key In Lambda,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/2564172f-c92b-4261-9acd-464aed511696,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-lambda-function.html#cfn-lambda-function-environment
KICS,06adef8c-c284-4de7-aad2-af43b07a8ca1,IAM User LoginProfile Password Is In Plaintext,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/06adef8c-c284-4de7-aad2-af43b07a8ca1,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-iam-user.html
KICS,5b48c507-0d1f-41b0-a630-76817c6b4189,RefreshToken Is Exposed,NaN,CloudFormation,Secret Management,AWS,High,https://docs.kics.io/latest/queries/cloudformation-queries/aws/5b48c507-0d1f-41b0-a630-76817c6b4189,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-ask-skill.html#cfn-ask-skill-authenticationconfiguration
KICS,3641d5b4-d339-4bc2-bfb9-208fe8d3477f,API Gateway Method Does Not Contains An API Key,NaN,CloudFormation,Access Control,AWS,Medium,https://docs.kics.io/latest/queries/cloudformation-queries/aws/3641d5b4-d339-4bc2-bfb9-208fe8d3477f,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-apigateway-method.html
KICS,7fd0d461-5b8c-4815-898c-f2b4b117eb28,API Gateway Without Configured Authorizer,NaN,CloudFormation,Access Control,AWS,Medium,https://docs.kics.io/latest/queries/cloudformation-queries/aws/7fd0d461-5b8c-4815-898c-f2b4b117eb28,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-apigateway-authorizer.html
